"id","name","run","phone","created_at","updated_at"
"262","JEJ INGENIERIA S.A","78.318.570-9","(111) 111-1111","2026-01-23 11:37:38","2026-01-23 11:37:38"
"263","Turismo Rojas Atacama","76.082.190-K","(111) 111-1111","2026-01-26 19:02:23","2026-01-26 19:02:23"
"264","CSI Ltda.","85.840.100-3","(455) 555-5555","2026-02-04 09:54:34","2026-02-04 09:54:34"
"265","Sick SpA","85.572.900-8","(111) 111-1111","2026-02-04 15:18:58","2026-02-04 15:18:58"
"266","KDM INDUSTRIAL S.A","76.117.512-2","(111) 111-1111","2026-02-04 15:23:48","2026-02-04 15:23:48"
"267","Metso Outotec Chile Spa","93.077.000-0","(698) 409-5283","2026-02-05 17:13:22","2026-02-05 17:13:22"
"269","Transportes y Servicios spa (Transportes Trigo)","76.904.504-K","(111) 111-1111","2026-02-09 16:33:55","2026-02-09 16:33:55"
"270","CBS Industrial","76.188.317-8","(111) 111-1111","2026-02-09 19:27:49","2026-02-09 19:27:49"
"271","ASESORIA MINERA GEOASSAY SPA","77.945.779-6","(111) 111-1111","2026-02-10 11:03:05","2026-02-10 11:03:05"
"272","JCC EIRL","76.031.305-k","(111) 111-1111","2026-02-11 17:08:55","2026-02-11 17:08:55"
"273","SCAF LOGISTICA S.A","76.727.690-7","(111) 111-1111","2026-02-17 17:20:26","2026-02-17 17:20:26"
"274","RAL GRAFICA INDUSTRIAL","17.364.686-0","(111) 111-1111","2026-02-18 20:56:24","2026-02-18 20:56:24"
"275","Finning Chile","91.489.000-4","(292) 770-0000","2026-02-25 14:12:33","2026-02-25 14:12:33"
"276","Mansielec","76.806.277-3","(569) 324-0081","2026-03-03 09:51:07","2026-03-03 09:51:07"
"277","Recauchajes Atlas Ltda.","84.135.500-3","(111) 111-1111","2026-03-16 17:07:55","2026-03-16 17:07:55"
"278","Recauchajes Atlas Ltda.","84.135.500-3","(111) 111-1111","2026-03-18 14:48:08","2026-03-18 14:48:08"
"279","TRANSPORTES ABEL DIAZ SILVA","19462363-1","(111) 111-1111","2026-03-25 10:09:58","2026-03-25 10:09:58"
"280","EMMAIN","78.186.320-3","(111) 111-1111","2026-03-25 10:17:55","2026-03-25 10:17:55"
"281","TRANSPORTES GONZALEZ E HIJOS LIMITADA","76.374.411-6","(111) 111-1111","2026-03-25 10:30:37","2026-03-25 10:30:37"
"282","SOCIEDAD COMERCIAL CRISTIAN JIMENEZ Y COMPAÑIA LIMITADA","76.002.189-k","(111) 111-1111","2026-03-25 10:35:33","2026-03-25 10:35:33"
"283","JUAN PABLO ORTEGA FERNANDEZ	 ","9907136-2","(111) 111-1111","2026-03-25 10:39:39","2026-03-25 10:39:39"
"284","LUIS CORNEJO","13915809-1","(111) 111-1111","2026-03-25 10:43:36","2026-03-25 10:43:36"
"285","SOCIEDAD DE TRANSPORTE MABECO LIMITADA","76890745-5","(111) 111-1111","2026-03-25 10:47:22","2026-03-25 10:47:22"
"286","TRANSPORTES RIO TRUCKS CARGO LTDA","76755137-1","(111) 111-1111","2026-03-25 10:51:11","2026-03-25 10:51:11"
"287","TRANSPORTE SERVICIOS Y VENTA DE INSUMOS SEPULVEDA SPA","77.243.364-6","(111) 111-1111","2026-03-25 10:54:56","2026-03-25 10:54:56"
"288","TRUCK SERVICE SPA","77219639-3","(111) 111-1111","2026-03-25 10:58:20","2026-03-25 10:58:20"
"289","Machine Monitoring SpA","76.485.922-7","(111) 111-1111","2026-04-01 10:09:06","2026-04-01 10:09:06"
"290","PRECISION AUTOMATION SpA","81217800-8","(111) 111-1111","2026-04-02 15:09:04","2026-04-02 15:09:04"
"291","SIOM SPA","76.090.717-0","(111) 111-1111","2026-04-02 15:12:27","2026-04-02 15:12:27"
"292","HINTEK SPA ","76.178.615-6","(111) 111-1111","2026-04-02 18:31:33","2026-04-02 18:31:33"
"293","INGENIERÍA Y SERVICIOS SPA","78.283.504-1","(111) 111-1111","2026-04-07 15:49:04","2026-04-07 15:49:04"
"294","SONDA S.A.","83.628.100-4","(111) 111-1111","2026-04-13 12:21:38","2026-04-13 12:21:38"
"295","AVA MONTAJES","76.214.280-5","(111) 111-1111","2026-04-14 10:51:22","2026-04-14 10:51:22"
"296","ZAMINE SERVICE CHILE SPA","76377755-3","(111) 111-1111","2026-04-15 20:29:31","2026-04-15 20:29:31"
"297","OH OLEOHIDRAULICA","76.543.658-3","(111) 111-1111","2026-04-23 18:31:11","2026-04-23 18:31:11"
"298","Inversiones Pedro Arredondo Vidal SPA","76.495.708-3","(111) 111-1111","2026-05-04 16:21:49","2026-05-04 16:21:49"
"299","PRAMAX","78902530-4","(111) 111-1111","2026-05-07 16:03:05","2026-05-07 16:03:05"
"300","SANYTRANS BUSES LTDA","76.349.997-9","(111) 111-1111","2026-05-08 16:22:47","2026-05-08 16:22:47"
"301","ANAKENA GROUP SPA","52.003.237-1","(111) 111-1111","2026-05-11 17:48:56","2026-05-11 17:48:56"
"302","Araya Hermanos S.A","78567810-9","(111) 111-1111","2026-05-11 18:53:05","2026-05-11 18:53:05"
"303","Master Tec Services Ltda.","76.769.053-3","(111) 111-1111","2026-05-14 12:17:06","2026-05-14 12:17:06"
